dataset,qid,question,failure_label,rewrite_type,rewrite_query
korquad2,korquad2_q_003110,광대역 LTE-A 방식을 사용한 기종 이름은?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 광대역 LTE-A 방식을 사용한 기종 이름은?
korquad2,korquad2_q_003110,광대역 LTE-A 방식을 사용한 기종 이름은?,lexical_mismatch,structured,entity: 광대역 lte 사용한 | intent: 방법·과정 | constraint: lexical_mismatch
korquad2,korquad2_q_003110,광대역 LTE-A 방식을 사용한 기종 이름은?,lexical_mismatch,llm,광대역 lte 사용한 방식 기종 이름 방법·과정 근거 문서 검색
korquad2,korquad2_q_003130,목포시의 호화 크루즈호는 운행노선이 어떻게 돼?,,original,목포시의 호화 크루즈호는 운행노선이 어떻게 돼?
korquad2,korquad2_q_003130,목포시의 호화 크루즈호는 운행노선이 어떻게 돼?,,keyword,크루즈호 운행노선 목포시 호화
korquad2,korquad2_q_003130,목포시의 호화 크루즈호는 운행노선이 어떻게 돼?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 목포시의 호화 크루즈호는 운행노선이 어떻게 돼?
korquad2,korquad2_q_003130,목포시의 호화 크루즈호는 운행노선이 어떻게 돼?,,structured,entity: 크루즈호 운행노선 목포시 | intent: 방법·과정 | constraint: high
korquad2,korquad2_q_003130,목포시의 호화 크루즈호는 운행노선이 어떻게 돼?,,llm,크루즈호 운행노선 목포시 호화 방법·과정 근거 문서 검색
korquad2,korquad2_q_003156,<4월은 너의 거짓말>의 총 화수는 어떻게 되는가?,numeric_temporal_mismatch,original,<4월은 너의 거짓말>의 총 화수는 어떻게 되는가?
korquad2,korquad2_q_003156,<4월은 너의 거짓말>의 총 화수는 어떻게 되는가?,numeric_temporal_mismatch,keyword,거짓말 4월 너의 화수
korquad2,korquad2_q_003156,<4월은 너의 거짓말>의 총 화수는 어떻게 되는가?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: <4월은 너의 거짓말>의 총 화수는 어떻게 되는가?
korquad2,korquad2_q_003156,<4월은 너의 거짓말>의 총 화수는 어떻게 되는가?,numeric_temporal_mismatch,structured,entity: 거짓말 4월 너의 | intent: 방법·과정 | constraint: 4월
korquad2,korquad2_q_003156,<4월은 너의 거짓말>의 총 화수는 어떻게 되는가?,numeric_temporal_mismatch,llm,거짓말 4월 너의 화수 방법·과정 근거 문서 검색
korquad2,korquad2_q_003160,쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?,lexical_mismatch,original,쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?
korquad2,korquad2_q_003160,쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?,lexical_mismatch,keyword,쌍둥이 시간 서로 다른 이유 설명 있는 이론
korquad2,korquad2_q_003160,쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?
korquad2,korquad2_q_003160,쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?,lexical_mismatch,structured,entity: 쌍둥이 시간 서로 | intent: 이유·원인 | constraint: 시간 설명
korquad2,korquad2_q_003160,쌍둥이의 시간이 서로 다른 이유로 설명 할 수 있는 이론은?,lexical_mismatch,llm,쌍둥이 시간 서로 다른 이유 설명 있는 이론 이유·원인 근거 문서 검색
korquad2,korquad2_q_003161,공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?,,original,공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?
korquad2,korquad2_q_003161,공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?,,keyword,공항지선 나리타선 역명별 현황
korquad2,korquad2_q_003161,공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?
korquad2,korquad2_q_003161,공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?,,structured,entity: 공항지선 나리타선 역명별 | intent: 방법·과정 | constraint: 역명별
korquad2,korquad2_q_003161,공항지선 나리타선의 역명별 역 현황은 어떻게 되나요?,,llm,공항지선 나리타선 역명별 현황 방법·과정 근거 문서 검색
korquad2,korquad2_q_003168,2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?,numeric_temporal_mismatch,original,2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?
korquad2,korquad2_q_003168,2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?,numeric_temporal_mismatch,keyword,캐릭터 2010년 캐릭터인 라이트 차지한 노벨 역대 남성 부분 1위
korquad2,korquad2_q_003168,2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?
korquad2,korquad2_q_003168,2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?,numeric_temporal_mismatch,structured,entity: 캐릭터 2010년 캐릭터인 | intent: 정답 정보 | constraint: 2010년 1위
korquad2,korquad2_q_003168,2010년 라이트 노벨 역대 남성 캐릭터 부분에서 1위를 차지한 캐릭터는 어느 작품의 캐릭터인가?,numeric_temporal_mismatch,llm,캐릭터 2010년 캐릭터인 라이트 차지한 노벨 역대 남성 부분 1위 정답 정보 근거 문서 검색
korquad2,korquad2_q_003183,좋은 아침은 편성 시간이 어떻게 될까?,,original,좋은 아침은 편성 시간이 어떻게 될까?
korquad2,korquad2_q_003183,좋은 아침은 편성 시간이 어떻게 될까?,,keyword,좋은 아침 편성 시간 될까
korquad2,korquad2_q_003183,좋은 아침은 편성 시간이 어떻게 될까?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 좋은 아침은 편성 시간이 어떻게 될까?
korquad2,korquad2_q_003183,좋은 아침은 편성 시간이 어떻게 될까?,,structured,entity: 좋은 아침 편성 | intent: 방법·과정 | constraint: 시간
korquad2,korquad2_q_003183,좋은 아침은 편성 시간이 어떻게 될까?,,llm,좋은 아침 편성 시간 될까 방법·과정 근거 문서 검색
korquad2,korquad2_q_003203,2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,original,2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?
korquad2,korquad2_q_003203,2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,keyword,2002년 fifa 월드컵 기록한 h조 리그 가장 많은 승점 팀은
korquad2,korquad2_q_003203,2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?
korquad2,korquad2_q_003203,2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,structured,entity: 2002년 fifa 월드컵 | intent: 정답 정보 | constraint: 2002년 월드컵
korquad2,korquad2_q_003203,2002년 FIFA 월드컵 H조 리그에서 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,llm,2002년 fifa 월드컵 기록한 h조 리그 가장 많은 승점 팀은 정답 정보 근거 문서 검색
korquad2,korquad2_q_003216,수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?,lexical_mismatch,original,수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?
korquad2,korquad2_q_003216,수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?,lexical_mismatch,keyword,lqg 탐색되었던 이용한 퀘이사 수많 선을 방법 개수
korquad2,korquad2_q_003216,수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?
korquad2,korquad2_q_003216,수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?,lexical_mismatch,structured,entity: lqg 탐색되었던 이용한 | intent: 방법·과정 | constraint: 개수
korquad2,korquad2_q_003216,수많은 LQG 중 X-선을 이용한 방법으로 탐색되었던 LQG의 퀘이사 개수는?,lexical_mismatch,llm,lqg 탐색되었던 이용한 퀘이사 수많 선을 방법 개수 방법·과정 근거 문서 검색
korquad2,korquad2_q_003223,맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?,lexical_mismatch,original,맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?
korquad2,korquad2_q_003223,맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?,lexical_mismatch,keyword,있었나요 기록한 머턴 가장 높은 타율 시즌 팀에
korquad2,korquad2_q_003223,맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?
korquad2,korquad2_q_003223,맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?,lexical_mismatch,structured,entity: 있었나요 기록한 머턴 | intent: 정답 정보 | constraint: lexical_mismatch
korquad2,korquad2_q_003223,맷 머턴이 가장 높은 타율을 기록한 시즌에 어느 팀에 있었나요?,lexical_mismatch,llm,있었나요 기록한 머턴 가장 높은 타율 시즌 팀에 정답 정보 근거 문서 검색
korquad2,korquad2_q_003238,2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?,numeric_temporal_mismatch,original,2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?
korquad2,korquad2_q_003238,2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?,numeric_temporal_mismatch,keyword,스피드스케이팅부분 2018년 동계올림픽 어떻게될까 메달집계 나라별
korquad2,korquad2_q_003238,2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?
korquad2,korquad2_q_003238,2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?,numeric_temporal_mismatch,structured,entity: 스피드스케이팅부분 2018년 동계올림픽 | intent: 방법·과정 | constraint: 2018년
korquad2,korquad2_q_003238,2018년 동계올림픽 스피드스케이팅부분의 나라별 메달집계는 어떻게될까?,numeric_temporal_mismatch,llm,스피드스케이팅부분 2018년 동계올림픽 어떻게될까 메달집계 나라별 방법·과정 근거 문서 검색
korquad2,korquad2_q_003249,UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,original,UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?
korquad2,korquad2_q_003249,UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,keyword,챔피언스리그 uefa 2018 기록한 19 g조 경기 가장 많은 승점
korquad2,korquad2_q_003249,UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?
korquad2,korquad2_q_003249,UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,structured,entity: 챔피언스리그 uefa 2018 | intent: 정답 정보 | constraint: 2018 19
korquad2,korquad2_q_003249,UEFA 챔피언스리그 2018-19의 G조 경기 중 가장 많은 승점을 기록한 팀은 어느 팀인가?,lexical_mismatch,llm,챔피언스리그 uefa 2018 기록한 19 g조 경기 가장 많은 승점 정답 정보 근거 문서 검색
korquad2,korquad2_q_003250,18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?,lexical_mismatch,original,18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?
korquad2,korquad2_q_003250,18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?,lexical_mismatch,keyword,챔피언스리그 uefa 토너먼트 선정되는 16강 진출팀 18 19
korquad2,korquad2_q_003250,18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?
korquad2,korquad2_q_003250,18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?,lexical_mismatch,structured,entity: 챔피언스리그 uefa 토너먼트 | intent: 방법·과정 | constraint: 18 19 16강
korquad2,korquad2_q_003250,18-19 UEFA 챔피언스리그 16강 토너먼트 진출팀은 어떻게 선정되는가?,lexical_mismatch,llm,챔피언스리그 uefa 토너먼트 선정되는 16강 진출팀 18 19 방법·과정 근거 문서 검색
korquad2,korquad2_q_003260,전인지의 KLPGA투어 우승기록은 어떻게될까?,lexical_mismatch,original,전인지의 KLPGA투어 우승기록은 어떻게될까?
korquad2,korquad2_q_003260,전인지의 KLPGA투어 우승기록은 어떻게될까?,lexical_mismatch,keyword,klpga투어 어떻게될까 우승기록 전인지
korquad2,korquad2_q_003260,전인지의 KLPGA투어 우승기록은 어떻게될까?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 전인지의 KLPGA투어 우승기록은 어떻게될까?
korquad2,korquad2_q_003260,전인지의 KLPGA투어 우승기록은 어떻게될까?,lexical_mismatch,structured,entity: klpga투어 어떻게될까 우승기록 | intent: 방법·과정 | constraint: lexical_mismatch
korquad2,korquad2_q_003260,전인지의 KLPGA투어 우승기록은 어떻게될까?,lexical_mismatch,llm,klpga투어 어떻게될까 우승기록 전인지 방법·과정 근거 문서 검색
korquad2,korquad2_q_003270,아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?,numeric_temporal_mismatch,original,아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?
korquad2,korquad2_q_003270,아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?,numeric_temporal_mismatch,keyword,진행되었는 아프리카 스타리그 16강전 시즌2
korquad2,korquad2_q_003270,아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?
korquad2,korquad2_q_003270,아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?,numeric_temporal_mismatch,structured,entity: 진행되었는 아프리카 스타리그 | intent: 방법·과정 | constraint: 시즌2 16강전
korquad2,korquad2_q_003270,아프리카 스타리그 시즌2 16강전은 어떻게 진행되었는가?,numeric_temporal_mismatch,llm,진행되었는 아프리카 스타리그 16강전 시즌2 방법·과정 근거 문서 검색
korquad2,korquad2_q_003279,유배된 이유가 뭐야?,missing_key_term,original,유배된 이유가 뭐야?
korquad2,korquad2_q_003279,유배된 이유가 뭐야?,missing_key_term,keyword,유배된 이유 뭐야
korquad2,korquad2_q_003279,유배된 이유가 뭐야?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 유배된 이유가 뭐야?
korquad2,korquad2_q_003279,유배된 이유가 뭐야?,missing_key_term,structured,entity: 유배된 이유 뭐야 | intent: 이유·원인 | constraint: missing_key_term
korquad2,korquad2_q_003279,유배된 이유가 뭐야?,missing_key_term,llm,유배된 이유 뭐야 이유·원인 근거 문서 검색
korquad2,korquad2_q_003303,조선에서 비변사를 설치한 때는 어느 왕 때인가?,,original,조선에서 비변사를 설치한 때는 어느 왕 때인가?
korquad2,korquad2_q_003303,조선에서 비변사를 설치한 때는 어느 왕 때인가?,,keyword,비변사 설치한 조선 때는 때인
korquad2,korquad2_q_003303,조선에서 비변사를 설치한 때는 어느 왕 때인가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 조선에서 비변사를 설치한 때는 어느 왕 때인가?
korquad2,korquad2_q_003303,조선에서 비변사를 설치한 때는 어느 왕 때인가?,,structured,entity: 비변사 설치한 조선 | intent: 정답 정보 | constraint: high
korquad2,korquad2_q_003303,조선에서 비변사를 설치한 때는 어느 왕 때인가?,,llm,비변사 설치한 조선 때는 때인 정답 정보 근거 문서 검색
korquad2,korquad2_q_003333,박테리아의 세포벽의 구성에 사용되는 단백질 종류는?,,original,박테리아의 세포벽의 구성에 사용되는 단백질 종류는?
korquad2,korquad2_q_003333,박테리아의 세포벽의 구성에 사용되는 단백질 종류는?,,keyword,박테리아 세포벽 단백질 구성 사용 종류
korquad2,korquad2_q_003333,박테리아의 세포벽의 구성에 사용되는 단백질 종류는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 박테리아의 세포벽의 구성에 사용되는 단백질 종류는?
korquad2,korquad2_q_003333,박테리아의 세포벽의 구성에 사용되는 단백질 종류는?,,structured,entity: 박테리아 세포벽 단백질 | intent: 목록 정보 | constraint: high
korquad2,korquad2_q_003333,박테리아의 세포벽의 구성에 사용되는 단백질 종류는?,,llm,박테리아 세포벽 단백질 구성 사용 종류 목록 정보 근거 문서 검색
korquad2,korquad2_q_003346,UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?,lexical_mismatch,original,UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?
korquad2,korquad2_q_003346,UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?,lexical_mismatch,keyword,챔피언스리그 uefa 2017 기록한 18 b조 리그 가장 많은 실점
korquad2,korquad2_q_003346,UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?
korquad2,korquad2_q_003346,UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?,lexical_mismatch,structured,entity: 챔피언스리그 uefa 2017 | intent: 정답 정보 | constraint: 2017 18
korquad2,korquad2_q_003346,UEFA 챔피언스리그 2017-18의 B조 리그에서 가장 많은 실점을 기록한 팀은 어느 팀인가?,lexical_mismatch,llm,챔피언스리그 uefa 2017 기록한 18 b조 리그 가장 많은 실점 정답 정보 근거 문서 검색
korquad2,korquad2_q_003347,UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?,lexical_mismatch,original,UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?
korquad2,korquad2_q_003347,UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?,lexical_mismatch,keyword,챔피언스리그2017 uefa 조별리그 18 c조 로마 승점
korquad2,korquad2_q_003347,UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?
korquad2,korquad2_q_003347,UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?,lexical_mismatch,structured,entity: 챔피언스리그2017 uefa 조별리그 | intent: 방법·과정 | constraint: 챔피언스리그2017 18
korquad2,korquad2_q_003347,UEFA 챔피언스리그2017-18 조별리그 C조 로마의 승점은 어떻게 되나요?,lexical_mismatch,llm,챔피언스리그2017 uefa 조별리그 18 c조 로마 승점 방법·과정 근거 문서 검색
korquad2,korquad2_q_003385,1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?,lexical_mismatch,original,1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?
korquad2,korquad2_q_003385,1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?,lexical_mismatch,keyword,1994년 어떠했나요 fifa 월드컵 러시아 예선 경기 결과
korquad2,korquad2_q_003385,1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?
korquad2,korquad2_q_003385,1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?,lexical_mismatch,structured,entity: 1994년 어떠했나요 fifa | intent: 정답 정보 | constraint: 1994년 월드컵
korquad2,korquad2_q_003385,1994년 FIFA 월드컵 예선에서 러시아의 경기 결과는 어떠했나요?,lexical_mismatch,llm,1994년 어떠했나요 fifa 월드컵 러시아 예선 경기 결과 정답 정보 근거 문서 검색
korquad2,korquad2_q_003396,중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?,lexical_mismatch,original,중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?
korquad2,korquad2_q_003396,중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?,lexical_mismatch,keyword,중마버스터미널 운행하고 노선별 있는 고속 버스 정보 될까
korquad2,korquad2_q_003396,중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?
korquad2,korquad2_q_003396,중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?,lexical_mismatch,structured,entity: 중마버스터미널 운행하고 노선별 | intent: 방법·과정 | constraint: lexical_mismatch
korquad2,korquad2_q_003396,중마버스터미널에서 운행하고 있는 고속 버스의 노선별 정보는 어떻게 될까?,lexical_mismatch,llm,중마버스터미널 운행하고 노선별 있는 고속 버스 정보 될까 방법·과정 근거 문서 검색
korquad2,korquad2_q_003403,제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?,numeric_temporal_mismatch,original,제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?
korquad2,korquad2_q_003403,제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?,numeric_temporal_mismatch,keyword,전국동시지방선거 제5회 출마한 피광성 소속인
korquad2,korquad2_q_003403,제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?
korquad2,korquad2_q_003403,제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?,numeric_temporal_mismatch,structured,entity: 전국동시지방선거 제5회 출마한 | intent: 정답 정보 | constraint: 제5회
korquad2,korquad2_q_003403,제5회 전국동시지방선거에 출마한 피광성은 어느 당 소속인가?,numeric_temporal_mismatch,llm,전국동시지방선거 제5회 출마한 피광성 소속인 정답 정보 근거 문서 검색
korquad2,korquad2_q_003405,윤태일의 사망원인은 뭘까?,missing_key_term,original,윤태일의 사망원인은 뭘까?
korquad2,korquad2_q_003405,윤태일의 사망원인은 뭘까?,missing_key_term,keyword,사망원인 윤태일 뭘까
korquad2,korquad2_q_003405,윤태일의 사망원인은 뭘까?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 윤태일의 사망원인은 뭘까?
korquad2,korquad2_q_003405,윤태일의 사망원인은 뭘까?,missing_key_term,structured,entity: 사망원인 윤태일 뭘까 | intent: 이유·원인 | constraint: 윤태일
korquad2,korquad2_q_003405,윤태일의 사망원인은 뭘까?,missing_key_term,llm,사망원인 윤태일 뭘까 이유·원인 근거 문서 검색
korquad2,korquad2_q_003406,"삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?",lexical_mismatch,original,"삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?"
korquad2,korquad2_q_003406,"삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?",lexical_mismatch,keyword,삼국유사 단군왕검 단군조선 도읍지 의할 건국 당시 정한 곳은
korquad2,korquad2_q_003406,"삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?",lexical_mismatch,prompt_style,"다음 질문의 답을 찾기 위한 문서를 검색한다: 삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?"
korquad2,korquad2_q_003406,"삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?",lexical_mismatch,structured,entity: 삼국유사 단군왕검 단군조선 | intent: 비교 정보 | constraint: lexical_mismatch
korquad2,korquad2_q_003406,"삼국유사에 의할 때, 단군왕검이 단군조선 건국 당시 도읍지로 정한 곳은?",lexical_mismatch,llm,삼국유사 단군왕검 단군조선 도읍지 의할 건국 당시 정한 곳은 비교 정보 근거 문서 검색
korquad2,korquad2_q_003411,김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?,lexical_mismatch,original,김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?
korquad2,korquad2_q_003411,김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?,lexical_mismatch,keyword,보호선수 무엇일까 김태군 빠지게 선수 명단 이유
korquad2,korquad2_q_003411,김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?
korquad2,korquad2_q_003411,김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?,lexical_mismatch,structured,entity: 보호선수 무엇일까 김태군 | intent: 이유·원인 | constraint: 명단 무엇일까
korquad2,korquad2_q_003411,김태군 선수가 보호선수 명단에서 빠지게 된 이유는 무엇일까?,lexical_mismatch,llm,보호선수 무엇일까 김태군 빠지게 선수 명단 이유 이유·원인 근거 문서 검색
korquad2,korquad2_q_003436,K2흑표를 만든 나라는 어느나라인가?,numeric_temporal_mismatch,original,K2흑표를 만든 나라는 어느나라인가?
korquad2,korquad2_q_003436,K2흑표를 만든 나라는 어느나라인가?,numeric_temporal_mismatch,keyword,어느나라인 k2흑표 만든 나라
korquad2,korquad2_q_003436,K2흑표를 만든 나라는 어느나라인가?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: K2흑표를 만든 나라는 어느나라인가?
korquad2,korquad2_q_003436,K2흑표를 만든 나라는 어느나라인가?,numeric_temporal_mismatch,structured,entity: 어느나라인 k2흑표 만든 | intent: 정답 정보 | constraint: k2흑표
