dataset,qid,question_type,question,answer,gold_doc_id,gold_rank,top10_doc_ids,failed_retrievers,failure_type,failure_label,secondary_failure_label,needs_gold_check,annotation_note,annotator,annotated
korquad2,korquad2_q_000378,why,일본군이 사이공에 입성한 이유는?,나치독일에 항복한 프랑스의 권익을 탈취하기 위해,korquad2_chunk_000040992,,"[""korquad2_chunk_000025935"", ""korquad2_chunk_000525909"", ""korquad2_chunk_000035201"", ""korquad2_chunk_000363219"", ""korquad2_chunk_000337414"", ""korquad2_chunk_000171094"", ""korquad2_chunk_000025934"", ""korquad2_chunk_000235229"", ""korquad2_chunk_000183818"", ""korquad2_chunk_000408630""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_000383,how,산소통 휴대 방식의 작업 가능 시간은 얼마야?,20분,korquad2_chunk_000041832,,"[""korquad2_chunk_000082795"", ""korquad2_chunk_000453801"", ""korquad2_chunk_000236238"", ""korquad2_chunk_000097232"", ""korquad2_chunk_000202145"", ""korquad2_chunk_000285977"", ""korquad2_chunk_000329252"", ""korquad2_chunk_000459575"", ""korquad2_chunk_000530892"", ""korquad2_chunk_000083625""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_000386,comparison,SAN과 NAS와 DAS의 공통점은 뭐야?,저장장치의 용량을 확장,korquad2_chunk_000042560,,"[""korquad2_chunk_000182133"", ""korquad2_chunk_000112696"", ""korquad2_chunk_000424292"", ""korquad2_chunk_000123386"", ""korquad2_chunk_000305237"", ""korquad2_chunk_000208239"", ""korquad2_chunk_000396205"", ""korquad2_chunk_000019045"", ""korquad2_chunk_000269194"", ""korquad2_chunk_000407754""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_000659,why,김춘추가 왜에 넘어가서 왜 조정과 교섭한 것은 몇년도야?,647,korquad2_chunk_000071941,,"[""korquad2_chunk_000194956"", ""korquad2_chunk_000261848"", ""korquad2_chunk_000183818"", ""korquad2_chunk_000500342"", ""korquad2_chunk_000303094"", ""korquad2_chunk_000171094"", ""korquad2_chunk_000339680"", ""korquad2_chunk_000247549"", ""korquad2_chunk_000529536"", ""korquad2_chunk_000434766""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_000695,why,무효 원인이 소멸되었다는 것은 어떤 상태에서 벗어났음을 의미할까?,강박 상태,korquad2_chunk_000075204,,"[""korquad2_chunk_000185427"", ""korquad2_chunk_000362292"", ""korquad2_chunk_000324171"", ""korquad2_chunk_000516078"", ""korquad2_chunk_000484511"", ""korquad2_chunk_000225245"", ""korquad2_chunk_000469385"", ""korquad2_chunk_000057717"", ""korquad2_chunk_000053036"", ""korquad2_chunk_000454208""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_000728,how,퍼플 섀도우의 차량 번호는 어떻게 되는가?,土浦39 き 38-274,korquad2_chunk_000079524,,"[""korquad2_chunk_000293644"", ""korquad2_chunk_000355436"", ""korquad2_chunk_000114588"", ""korquad2_chunk_000451130"", ""korquad2_chunk_000518459"", ""korquad2_chunk_000398143"", ""korquad2_chunk_000097690"", ""korquad2_chunk_000181018"", ""korquad2_chunk_000296935"", ""korquad2_chunk_000384402""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_000799,why,일본이 반러감정을 가지게 된 이유는 무엇인가?,<a>러일 전쟁</a> 및 오늘날까지도 <a>쿠릴 열도</a> 분쟁,korquad2_chunk_000087263,,"[""korquad2_chunk_000226726"", ""korquad2_chunk_000474808"", ""korquad2_chunk_000470617"", ""korquad2_chunk_000194956"", ""korquad2_chunk_000525909"", ""korquad2_chunk_000236328"", ""korquad2_chunk_000428068"", ""korquad2_chunk_000317035"", ""korquad2_chunk_000526184"", ""korquad2_chunk_000052018""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_000825,comparison,각기 다른 두 종이  서로 상호작용하여 이득을 보며 살아가는 관계를 무엇이라고 해?,공생관계,korquad2_chunk_000091031,,"[""korquad2_chunk_000405987"", ""korquad2_chunk_000147297"", ""korquad2_chunk_000221282"", ""korquad2_chunk_000540102"", ""korquad2_chunk_000162648"", ""korquad2_chunk_000113546"", ""korquad2_chunk_000434686"", ""korquad2_chunk_000040548"", ""korquad2_chunk_000111165"", ""korquad2_chunk_000405970""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_000827,why,기억과 진실에 대한 왜곡을 주제로 한 영화로 단기기억상실증에 걸린 주인공이 아내의 죽음에 관한 진실을 풀어가는 영화의 제목은 뭐야?,메멘토,korquad2_chunk_000091300,,"[""korquad2_chunk_000436248"", ""korquad2_chunk_000047197"", ""korquad2_chunk_000251251"", ""korquad2_chunk_000495423"", ""korquad2_chunk_000093331"", ""korquad2_chunk_000029195"", ""korquad2_chunk_000147297"", ""korquad2_chunk_000527194"", ""korquad2_chunk_000139752"", ""korquad2_chunk_000399137""]","[""dense"", ""hybrid""]",compound_noun,,,False,,,False
korquad2,korquad2_q_000881,how,몇몇 메인프레임 운영 체제가 텍스트 한 줄을 80자로 지정한 것은 어떤 사물의 방식을 모방한 것일까?,<a>천공 카드</a>,korquad2_chunk_000096213,,"[""korquad2_chunk_000401605"", ""korquad2_chunk_000226203"", ""korquad2_chunk_000432426"", ""korquad2_chunk_000430026"", ""korquad2_chunk_000277126"", ""korquad2_chunk_000145132"", ""korquad2_chunk_000156025"", ""korquad2_chunk_000315671"", ""korquad2_chunk_000206977"", ""korquad2_chunk_000468194""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_000936,why,1919년 어떤 이유로 이탈리아에 모든 축구 리그가 전면 중단되었는가?,1차 세계대전,korquad2_chunk_000103082,,"[""korquad2_chunk_000254235"", ""korquad2_chunk_000456487"", ""korquad2_chunk_000379169"", ""korquad2_chunk_000278385"", ""korquad2_chunk_000317204"", ""korquad2_chunk_000246795"", ""korquad2_chunk_000272216"", ""korquad2_chunk_000112322"", ""korquad2_chunk_000269407"", ""korquad2_chunk_000516876""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_001106,how,유전정보는 DNA를 어떻게 함으로써 분자의 개수를 늘려?,복제,korquad2_chunk_000126049,,"[""korquad2_chunk_000517501"", ""korquad2_chunk_000157749"", ""korquad2_chunk_000035327"", ""korquad2_chunk_000323069"", ""korquad2_chunk_000495662"", ""korquad2_chunk_000523470"", ""korquad2_chunk_000405957"", ""korquad2_chunk_000171956"", ""korquad2_chunk_000065697"", ""korquad2_chunk_000116553""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
korquad2,korquad2_q_001143,why,"독일과 헝가리의 경기를 보면, 독일이 3 대 2로 경기 마지막에 이기고 있는 상황이었으나, 헝가리 선수인 푸슈카시가 골을 넣었다. 그런데 골로 인정되지 않았다. 그 이유는 무엇인가?",그의 득점은 웨일즈 주심 벤저민 그리피스에 의해 오프사이드로 판정되었다.,korquad2_chunk_000131118,,"[""korquad2_chunk_000537714"", ""korquad2_chunk_000509223"", ""korquad2_chunk_000254235"", ""korquad2_chunk_000115184"", ""korquad2_chunk_000267313"", ""korquad2_chunk_000435081"", ""korquad2_chunk_000317811"", ""korquad2_chunk_000076424"", ""korquad2_chunk_000019610"", ""korquad2_chunk_000311416""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_001158,how,독일이 진학할 교육기관 등급을 결정하는 방법은 무엇일까?,적성검사,korquad2_chunk_000133919,,"[""korquad2_chunk_000449237"", ""korquad2_chunk_000195067"", ""korquad2_chunk_000375694"", ""korquad2_chunk_000313872"", ""korquad2_chunk_000267527"", ""korquad2_chunk_000046951"", ""korquad2_chunk_000188705"", ""korquad2_chunk_000488317"", ""korquad2_chunk_000444001"", ""korquad2_chunk_000296074""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_001165,why,인더스 문명을 청동기 시대의 문명이라고 유추하는 이유는 무엇일까?,철기 유물이 나타나지 않는 것,korquad2_chunk_000135005,,"[""korquad2_chunk_000157684"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000039011"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000115878"", ""korquad2_chunk_000423718"", ""korquad2_chunk_000335083"", ""korquad2_chunk_000162648"", ""korquad2_chunk_000036734"", ""korquad2_chunk_000182505""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_001198,why,백열구에 가스를 봉입하는 이유는 텅스텐의 어떤 현상을 막으려고 하는거야?,흑화현상,korquad2_chunk_000139148,,"[""korquad2_chunk_000096031"", ""korquad2_chunk_000069179"", ""korquad2_chunk_000470617"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000155274"", ""korquad2_chunk_000128913"", ""korquad2_chunk_000117969"", ""korquad2_chunk_000415945"", ""korquad2_chunk_000075688"", ""korquad2_chunk_000451498""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_001369,why,1990년대에 조선무역대표 박대규 등이 입건된 이유는 뭐야?,사무실용 빌딩을 아파트 등 불법개조한 용도변경,korquad2_chunk_000157229,,"[""korquad2_chunk_000525897"", ""korquad2_chunk_000159322"", ""korquad2_chunk_000234186"", ""korquad2_chunk_000434766"", ""korquad2_chunk_000344877"", ""korquad2_chunk_000388422"", ""korquad2_chunk_000506939"", ""korquad2_chunk_000278418"", ""korquad2_chunk_000303094"", ""korquad2_chunk_000175392""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_001385,comparison,정적 작업과 비교해서 동적 작업의 이점은 무엇인가?,실행 중의 메모리나 캐시의 동작을 관찰하여 대응할 수 있는 장점이 있다.,korquad2_chunk_000159752,,"[""korquad2_chunk_000312627"", ""korquad2_chunk_000537810"", ""korquad2_chunk_000335083"", ""korquad2_chunk_000428792"", ""korquad2_chunk_000199737"", ""korquad2_chunk_000298160"", ""korquad2_chunk_000414911"", ""korquad2_chunk_000491431"", ""korquad2_chunk_000223268"", ""korquad2_chunk_000093515""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_001386,why,확산성 갑상선종의 원인 중 대부분은 차지하는 병은 어떤 병입니까?,그레이브스 병,korquad2_chunk_000159955,,"[""korquad2_chunk_000165750"", ""korquad2_chunk_000415427"", ""korquad2_chunk_000323012"", ""korquad2_chunk_000335884"", ""korquad2_chunk_000285102"", ""korquad2_chunk_000448314"", ""korquad2_chunk_000181656"", ""korquad2_chunk_000376200"", ""korquad2_chunk_000504008"", ""korquad2_chunk_000038364""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_001401,why,임진왜란 때 한산대첩의 배경이 된 섬이름은 뭐야?,한산도,korquad2_chunk_000162134,,"[""korquad2_chunk_000065554"", ""korquad2_chunk_000147819"", ""korquad2_chunk_000092852"", ""korquad2_chunk_000364006"", ""korquad2_chunk_000474808"", ""korquad2_chunk_000432019"", ""korquad2_chunk_000088552"", ""korquad2_chunk_000521507"", ""korquad2_chunk_000139457"", ""korquad2_chunk_000054785""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_001421,how,전기적특성의 초기방법으로 열용량을 많이 추정하는 모델은 무엇일까?,<a>드루드모델</a>,korquad2_chunk_000164700,,"[""korquad2_chunk_000465717"", ""korquad2_chunk_000434032"", ""korquad2_chunk_000263160"", ""korquad2_chunk_000444969"", ""korquad2_chunk_000344014"", ""korquad2_chunk_000102829"", ""korquad2_chunk_000281781"", ""korquad2_chunk_000141461"", ""korquad2_chunk_000368833"", ""korquad2_chunk_000428660""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_001467,yes_no,아비달마품류족론은 불교 어느 부파의 책인가?,<a>설일체유부</a>,korquad2_chunk_000169753,,"[""korquad2_chunk_000431165"", ""korquad2_chunk_000530207"", ""korquad2_chunk_000515273"", ""korquad2_chunk_000506987"", ""korquad2_chunk_000035222"", ""korquad2_chunk_000205079"", ""korquad2_chunk_000482872"", ""korquad2_chunk_000175955"", ""korquad2_chunk_000083824"", ""korquad2_chunk_000111280""]","[""bm25"", ""dense"", ""hybrid""]",compound_noun,,,False,,,False
korquad2,korquad2_q_001551,yes_no,2015년 8월 1일 개통하게 된 경부고속선의 구간은 어느 구간인가?,대구도심구간,korquad2_chunk_000178557,,"[""korquad2_chunk_000524212"", ""korquad2_chunk_000174863"", ""korquad2_chunk_000293382"", ""korquad2_chunk_000238469"", ""korquad2_chunk_000177351"", ""korquad2_chunk_000491707"", ""korquad2_chunk_000311471"", ""korquad2_chunk_000308642"", ""korquad2_chunk_000162152"", ""korquad2_chunk_000083082""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_001615,how,Reactive 방식의 주요 특징은 무엇인가?,"<ul><li>요구가 있을 때만 경로설정.</li>
<li>위치 이동 많은 네트워크에 적합하며, 경로설정 요구시 전체망에 대한 검색이 필요하여 지연시간이 길어짐.</li>
<li><a>Ant-based Routing Algorithm for Ad-Hoc Networks</a></li>
<li><a>ACOR</a></li>
<li><a>ABR 프로토콜</a></li>
<li><a>ASR</a></li>
<li><a>AODV</a></li>
<li><a>BSR</a></li>
<li><a>DSR</a></li>
<li><a>IERP</a></li>
<li><a>LBR</a></li>
<li><a>RDMAR</a></li>
<li><a>SSP 프로토콜</a></li>
<li><a>TORA</a></li></ul>",korquad2_chunk_000186927,,"[""korquad2_chunk_000208905"", ""korquad2_chunk_000468460"", ""korquad2_chunk_000239028"", ""korquad2_chunk_000475833"", ""korquad2_chunk_000435505"", ""korquad2_chunk_000021203"", ""korquad2_chunk_000341074"", ""korquad2_chunk_000058648"", ""korquad2_chunk_000483367"", ""korquad2_chunk_000004178""]","[""bm25"", ""dense"", ""hybrid""]",compound_noun,,,False,,,False
korquad2,korquad2_q_001619,why,브리타니아가 일본을 쳐들어왔던 이유라고 하는 지하자원이 뭐야?,사쿠라다이트,korquad2_chunk_000187402,,"[""korquad2_chunk_000451498"", ""korquad2_chunk_000128913"", ""korquad2_chunk_000525911"", ""korquad2_chunk_000525910"", ""korquad2_chunk_000355780"", ""korquad2_chunk_000025934"", ""korquad2_chunk_000460345"", ""korquad2_chunk_000403761"", ""korquad2_chunk_000040992"", ""korquad2_chunk_000337414""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_001646,how,말릭 실리는 어떻게 죽었어?,가넷의 생일파티 후 집으로 돌아가는 길에 음주운전자에 치여 사망한다.,korquad2_chunk_000189808,,"[""korquad2_chunk_000443170"", ""korquad2_chunk_000021920"", ""korquad2_chunk_000095759"", ""korquad2_chunk_000082157"", ""korquad2_chunk_000162033"", ""korquad2_chunk_000095767"", ""korquad2_chunk_000287331"", ""korquad2_chunk_000203293"", ""korquad2_chunk_000223866"", ""korquad2_chunk_000278385""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_001690,comparison,1977년 1점 차이로 우승을 한 팀은 어디인가?,<a>보루시아 묀헨글라트바흐</a>,korquad2_chunk_000194774,,"[""korquad2_chunk_000503153"", ""korquad2_chunk_000127930"", ""korquad2_chunk_000257602"", ""korquad2_chunk_000311140"", ""korquad2_chunk_000218907"", ""korquad2_chunk_000094177"", ""korquad2_chunk_000404302"", ""korquad2_chunk_000068471"", ""korquad2_chunk_000154909"", ""korquad2_chunk_000444684""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_001710,how,유표의 재위기간은 어떻게 되는가?,216년 - <a>260년</a>,korquad2_chunk_000196910,,"[""korquad2_chunk_000505446"", ""korquad2_chunk_000266037"", ""korquad2_chunk_000021920"", ""korquad2_chunk_000442132"", ""korquad2_chunk_000084985"", ""korquad2_chunk_000498123"", ""korquad2_chunk_000094544"", ""korquad2_chunk_000047726"", ""korquad2_chunk_000399197"", ""korquad2_chunk_000536653""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_001758,why,"1979년, 펜실베니아 주에서 피폭 우려로 주민들을 대피하게 한 원인이 되는 시설은 무엇이었는가?",<a>스리마일 섬 원자력 발전소</a> 2호기(TMI-2),korquad2_chunk_000201973,,"[""korquad2_chunk_000517015"", ""korquad2_chunk_000423010"", ""korquad2_chunk_000073151"", ""korquad2_chunk_000198961"", ""korquad2_chunk_000442025"", ""korquad2_chunk_000345528"", ""korquad2_chunk_000337414"", ""korquad2_chunk_000415945"", ""korquad2_chunk_000072162"", ""korquad2_chunk_000454204""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_001759,comparison,이수대엽을 다른말로 뭐라고 부를까?,긴 자진한닢,korquad2_chunk_000202029,,"[""korquad2_chunk_000345190"", ""korquad2_chunk_000391022"", ""korquad2_chunk_000151785"", ""korquad2_chunk_000147862"", ""korquad2_chunk_000301164"", ""korquad2_chunk_000231781"", ""korquad2_chunk_000095565"", ""korquad2_chunk_000030112"", ""korquad2_chunk_000157125"", ""korquad2_chunk_000483709""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_001859,how,안동시의 행정 구역은 어떻게 구성되어 있는가?,"<table>
<tbody><tr>
<th>읍면동</th>
<th>한자</th>
<th>면적</th>
<th>세대</th>
<th>인구
</th></tr>
<tr>
<td><b><a>풍산읍</a></b></td>
<td>豊山邑</td>
<td>96.64</td>
<td>3,514</td>
<td>7,334
</td></tr>
<tr>
<td><b><a>와룡면</a></b></td>
<td>臥龍面</td>
<td>116.99</td>
<td>2,119</td>
<td>4,558
</td></tr>
<tr>
<td><b><a>북후면</a></b></td>
<td>北後面</td>
<td>76.86</td>
<td>1,577</td>
<td>3,581
</td></tr>
<tr>
<td><b><a>서후면</a></b></td>
<td>西後面</td>
<td>65.35</td>
<td>1,862</td>
<td>3,930
</td></tr>
<tr>
<td><b><a>풍천면</a></b></td>
<td>豊川面</td>
<td>93.89</td>
<td>2,088</td>
<td>4,259
</td></tr>
<tr>
<td><b><a>일직면</a></b></td>
<td>一直面</td>
<td>85.55</td>
<td>1,612</td>
<td>3,305
</td></tr>
<tr>
<td><b><a>남후면</a></b></td>
<td>南後面</td>
<td>63.15</td>
<td>1,053</td>
<td>2,076
</td></tr>
<tr>
<td><b><a>남선면</a></b></td>
<td>南先面</td>
<td>59.20</td>
<td>1,149</td>
<td>2,485
</td></tr>
<tr>
<td><b><a>임하면</a></b></td>
<td>臨河面</td>
<td>91.70</td>
<td>1,487</td>
<td>3,433
</td></tr>
<tr>
<td><b><a>길안면</a></b></td>
<td>吉安面</td>
<td>200.05</td>
<td>1,618</td>
<td>3,166
</td></tr>
<tr>
<td><b><a>임동면</a></b></td>
<td>臨東面</td>
<td>151.07</td>
<td>1,090</td>
<td>2,086
</td></tr>
<tr>
<td><b><a>예안면</a></b></td>
<td>禮安面</td>
<td>163.92</td>
<td>1,066</td>
<td>2,085
</td></tr>
<tr>
<td><b><a>도산면</a></b></td>
<td>陶山面</td>
<td>101.91</td>
<td>1,000</td>
<td>1,946
</td></tr>
<tr>
<td><b><a>녹전면</a></b></td>
<td>祿轉面</td>
<td>70.84</td>
<td>974</td>
<td>2,012
</td></tr>
<tr>
<td><b><a>중구동</a></b></td>
<td>中區洞</td>
<td>3.88</td>
<td>2,785</td>
<td>5,459
</td></tr>
<tr>
<td><b><a>명륜동</a></b></td>
<td>明倫洞</td>
<td>8.01</td>
<td>2,432</td>
<td>6,053
</td></tr>
<tr>
<td><b><a>용상동</a></b></td>
<td>龍上洞</td>
<td>26.10</td>
<td>9,300</td>
<td>23,449
</td></tr>
<tr>
<td><b><a>서구동</a></b></td>
<td>西區洞</td>
<td>1.56</td>
<td>3,828</td>
<td>8,099
</td></tr>
<tr>
<td><b><a>태화동</a></b></td>
<td>太華洞</td>
<td>2.31</td>
<td>6,272</td>
<td>14,442
</td></tr>
<tr>
<td><b><a>평화동</a></b></td>
<td>平和洞</td>
<td>0.85</td>
<td>3,114</td>
<td>7,808
</td></tr>
<tr>
<td><b><a>안기동</a></b></td>
<td>安奇洞</td>
<td>7.29</td>
<td>2,928</td>
<td>7,720
</td></tr>
<tr>
<td><b><a>옥동</a></b></td>
<td>玉洞</td>
<td>4.43</td>
<td>8,374</td>
<td>22,336
</td></tr>
<tr>
<td><b><a>송하동</a></b></td>
<td>松下洞</td>
<td>9.65</td>
<td>5,739</td>
<td>15,464
</td></tr>
<tr>
<td><b><a>강남동</a></b></td>
<td>江南洞</td>
<td>20.03</td>
<td>3,614</td>
<td>10,504
</td></tr></tbody></table>",korquad2_chunk_000215895,,"[""korquad2_chunk_000461412"", ""korquad2_chunk_000363074"", ""korquad2_chunk_000254075"", ""korquad2_chunk_000497818"", ""korquad2_chunk_000470644"", ""korquad2_chunk_000006178"", ""korquad2_chunk_000483474"", ""korquad2_chunk_000056184"", ""korquad2_chunk_000481158"", ""korquad2_chunk_000022238""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_001886,why,본관이 의령이며 백제 왕족 부여씨가 기원인 성씨는 무슨 씨야?,<b>여</b>(余)씨,korquad2_chunk_000219139,,"[""korquad2_chunk_000291418"", ""korquad2_chunk_000393760"", ""korquad2_chunk_000153058"", ""korquad2_chunk_000512416"", ""korquad2_chunk_000270068"", ""korquad2_chunk_000141252"", ""korquad2_chunk_000072911"", ""korquad2_chunk_000451367"", ""korquad2_chunk_000082938"", ""korquad2_chunk_000521352""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_001952,how,맥스웰-볼츠만 분포를 정량적으로 구하는 방법은 무엇을 기초로 하여 만들어낼 수 있는가?,앙상블과 상태수,korquad2_chunk_000225036,,"[""korquad2_chunk_000348199"", ""korquad2_chunk_000328917"", ""korquad2_chunk_000470085"", ""korquad2_chunk_000417037"", ""korquad2_chunk_000434032"", ""korquad2_chunk_000317951"", ""korquad2_chunk_000094885"", ""korquad2_chunk_000482546"", ""korquad2_chunk_000028465"", ""korquad2_chunk_000317920""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_001994,how,우리나라의 만나이는 어떻게 셀까?,첫날을 셈에 넣어 생일을 기준으로 셈,korquad2_chunk_000231204,,"[""korquad2_chunk_000021920"", ""korquad2_chunk_000223268"", ""korquad2_chunk_000172072"", ""korquad2_chunk_000195858"", ""korquad2_chunk_000212305"", ""korquad2_chunk_000389508"", ""korquad2_chunk_000435862"", ""korquad2_chunk_000350670"", ""korquad2_chunk_000248120"", ""korquad2_chunk_000384402""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_001998,how,예맨 대표팀이 월드컵 예선에서 거둔 통산 성적은 어떻게 됩니까?,"<table>
<tbody><tr>
<th>년도
</th>
<th>경기
</th>
<th>승
</th>
<th>무*
</th>
<th>패
</th>
<th>득점
</th>
<th>실점
</th>
<th>승점
</th></tr>
<tr>
<td><span><a><img></a></span> <a>1930년</a></td>
<td colspan=""7"" rowspan=""8"">비회원국<br/>(<a>예멘 왕국</a>으로 참가)
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1934년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1938년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1950년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1954년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1958년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1962년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1966년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1970년</a></td>
<td colspan=""7"" rowspan=""3"">비회원국<br/>(<a>북예멘</a>으로 참가)
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1974년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1978년</a>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1982년</a></td>
<td colspan=""7"">불참<br/>(<a>북예멘</a>으로 참가)
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1986년</a><sup><a>[1]</a></sup></td>
<td>4</td>
<td>0</td>
<td>0</td>
<td>4</td>
<td>1</td>
<td>12</td>
<td><b>0</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1990년</a><sup><a>[2]</a></sup></td>
<td>4</td>
<td>0</td>
<td>0</td>
<td>4</td>
<td>0</td>
<td>5</td>
<td><b>0</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1994년</a></td>
<td>8</td>
<td>3</td>
<td>2</td>
<td>3</td>
<td>12</td>
<td>13</td>
<td><b>11</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>1998년</a></td>
<td>6</td>
<td>2</td>
<td>2</td>
<td>2</td>
<td>10</td>
<td>7</td>
<td><b>8</b>
</td></tr>
<tr>
<td><span><a><img></a></span><span><a><img></a></span> <a>2002년</a></td>
<td>6</td>
<td>3</td>
<td>2</td>
<td>1</td>
<td>14</td>
<td>8</td>
<td><b>11</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>2006년</a></td>
<td>6</td>
<td>1</td>
<td>2</td>
<td>3</td>
<td>6</td>
<td>11</td>
<td><b>5</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>2010년</a></td>
<td>4</td>
<td>1</td>
<td>1</td>
<td>2</td>
<td>4</td>
<td>4</td>
<td><b>4</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>2014년</a></td>
<td>2</td>
<td>0</td>
<td>1</td>
<td>1</td>
<td>0</td>
<td>2</td>
<td><b>1</b>
</td></tr>
<tr>
<td><span><a><img></a></span> <a>2018년</a></td>
<td>10</td>
<td>2</td>
<td>1</td>
<td>7</td>
<td>5</td>
<td>18</td>
<td><b>7</b>
</td></tr>
<tr>
<td><b>합계</b></td>
<td><b>50</b></td>
<td><b>12</b></td>
<td><b>11</b></td>
<td><b>27</b></td>
<td><b>52</b></td>
<td><b>80</b></td>
<td><b>47</b>
</td></tr>
<tr>
<td><b>순위</b></td>
<td colspan=""9""><b>월드컵 예선 승점 순위 : 123위</b> (아시아 24위)
</td></tr></tbody></table>",korquad2_chunk_000231748,,"[""korquad2_chunk_000183199"", ""korquad2_chunk_000391686"", ""korquad2_chunk_000197583"", ""korquad2_chunk_000122165"", ""korquad2_chunk_000502684"", ""korquad2_chunk_000008331"", ""korquad2_chunk_000053653"", ""korquad2_chunk_000169420"", ""korquad2_chunk_000094177"", ""korquad2_chunk_000510483""]","[""bm25"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_002017,comparison,"대한민국 정부가 영국,프랑스와 다른점은?",대한민국에서는 국무위원이 아닌 행정 각부의 장은 존재할 수 없는데,korquad2_chunk_000234132,,"[""korquad2_chunk_000185898"", ""korquad2_chunk_000082030"", ""korquad2_chunk_000234128"", ""korquad2_chunk_000008582"", ""korquad2_chunk_000285850"", ""korquad2_chunk_000352249"", ""korquad2_chunk_000031475"", ""korquad2_chunk_000539908"", ""korquad2_chunk_000297205"", ""korquad2_chunk_000395004""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
